,precision,recall,f1-score,support
0,0.375,0.6,0.4615384615384615,60.0
1,0.2807017543859649,0.27586206896551724,0.2782608695652174,58.0
2,0.27710843373493976,0.45098039215686275,0.34328358208955223,51.0
3,0.3125,0.2,0.24390243902439027,50.0
4,0.3333333333333333,0.2054794520547945,0.2542372881355932,73.0
5,0.2916666666666667,0.3559322033898305,0.32061068702290074,59.0
6,0.14285714285714285,0.015384615384615385,0.02777777777777778,65.0
7,0.288135593220339,0.30357142857142855,0.2956521739130435,56.0
8,0.21153846153846154,0.18032786885245902,0.19469026548672566,61.0
9,0.41237113402061853,0.5970149253731343,0.48780487804878053,67.0
accuracy,,,,0.31666666666666665
macro avg,0.29252125197574663,0.31845529547486423,0.2907758422602443,600.0
weighted avg,0.2933898636346924,0.31666666666666665,0.2898841427529516,600.0
